sessionsCount,sessionsWithMetricPercentage,sessionsWithoutMetricPercentage,pagesViews,subTotal,Url,Device,OS,metricName,averageScrollDepth,totalSessionCount,totalBotSessionCount,distinctUserCount,pagesPerSessionPercentage,totalTime,activeTime
1.0,0.0,100.0,0.0,0.0,158,2,6,5,,,,,,,
1.0,0.0,100.0,0.0,0.0,716,2,6,5,,,,,,,
1.0,0.0,100.0,0.0,0.0,1615,1,0,5,,,,,,,
1.0,0.0,100.0,0.0,0.0,58,2,6,5,,,,,,,
1.0,0.0,100.0,0.0,0.0,695,1,0,5,,,,,,,
1.0,0.0,100.0,0.0,0.0,1409,2,6,5,,,,,,,
1.0,0.0,100.0,0.0,0.0,148,1,2,5,,,,,,,
1.0,0.0,100.0,0.0,0.0,2398,2,1,5,,,,,,,
1.0,0.0,100.0,0.0,0.0,1522,1,0,5,,,,,,,
1.0,0.0,100.0,0.0,0.0,25,2,6,5,,,,,,,
1.0,0.0,100.0,0.0,0.0,608,2,6,5,,,,,,,
1.0,0.0,100.0,0.0,0.0,2092,2,6,5,,,,,,,
1.0,0.0,100.0,0.0,0.0,1840,1,0,5,,,,,,,
1.0,0.0,100.0,0.0,0.0,3096,1,0,5,,,,,,,
1.0,0.0,100.0,0.0,0.0,303,1,0,5,,,,,,,
1.0,0.0,100.0,0.0,0.0,272,2,6,5,,,,,,,
1.0,0.0,100.0,0.0,0.0,1970,1,2,5,,,,,,,
1.0,0.0,100.0,0.0,0.0,938,2,6,5,,,,,,,
1.0,0.0,100.0,0.0,0.0,305,1,2,5,,,,,,,
1.0,0.0,100.0,0.0,0.0,3417,1,0,5,,,,,,,
1.0,0.0,100.0,0.0,0.0,2497,2,1,5,,,,,,,
1.0,0.0,100.0,0.0,0.0,3039,1,0,5,,,,,,,
1.0,0.0,100.0,0.0,0.0,642,2,1,5,,,,,,,
1.0,0.0,100.0,0.0,0.0,2594,2,6,5,,,,,,,
1.0,0.0,100.0,0.0,0.0,3443,2,4,5,,,,,,,
1.0,0.0,100.0,0.0,0.0,455,1,0,5,,,,,,,
1.0,0.0,100.0,0.0,0.0,2628,2,1,5,,,,,,,
1.0,0.0,100.0,0.0,0.0,586,2,6,5,,,,,,,
1.0,0.0,100.0,0.0,0.0,372,2,6,5,,,,,,,
1.0,0.0,100.0,0.0,0.0,3368,1,0,5,,,,,,,
1.0,0.0,100.0,0.0,0.0,921,3,2,5,,,,,,,
1.0,0.0,100.0,0.0,0.0,3150,2,6,5,,,,,,,
1.0,0.0,100.0,0.0,0.0,1483,2,6,5,,,,,,,
1.0,0.0,100.0,0.0,0.0,1453,2,6,5,,,,,,,
1.0,0.0,100.0,0.0,0.0,1692,2,6,5,,,,,,,
1.0,0.0,100.0,0.0,0.0,2204,2,6,5,,,,,,,
1.0,0.0,100.0,0.0,0.0,3193,2,6,5,,,,,,,
1.0,0.0,100.0,0.0,0.0,1813,1,0,5,,,,,,,
1.0,0.0,100.0,0.0,0.0,3132,1,0,5,,,,,,,
1.0,0.0,100.0,0.0,0.0,2817,2,6,5,,,,,,,
1.0,0.0,100.0,0.0,0.0,1525,1,0,5,,,,,,,
1.0,0.0,100.0,0.0,0.0,1821,2,6,5,,,,,,,
1.0,0.0,100.0,0.0,0.0,437,2,1,5,,,,,,,
1.0,0.0,100.0,0.0,0.0,57,1,0,5,,,,,,,
1.0,0.0,100.0,0.0,0.0,3390,1,0,5,,,,,,,
1.0,0.0,100.0,0.0,0.0,2323,2,6,5,,,,,,,
1.0,0.0,100.0,0.0,0.0,628,1,2,5,,,,,,,
1.0,0.0,100.0,0.0,0.0,1348,1,0,5,,,,,,,
1.0,0.0,100.0,0.0,0.0,333,2,6,5,,,,,,,
1.0,0.0,100.0,0.0,0.0,1235,2,6,5,,,,,,,
1.0,0.0,100.0,0.0,0.0,1754,1,0,5,,,,,,,
1.0,0.0,100.0,0.0,0.0,2482,2,5,5,,,,,,,
1.0,0.0,100.0,0.0,0.0,3253,3,2,5,,,,,,,
1.0,0.0,100.0,0.0,0.0,440,1,0,5,,,,,,,
1.0,0.0,100.0,0.0,0.0,1722,1,0,5,,,,,,,
1.0,0.0,100.0,0.0,0.0,186,2,6,5,,,,,,,
1.0,0.0,100.0,0.0,0.0,2324,1,0,5,,,,,,,
1.0,0.0,100.0,0.0,0.0,193,2,6,5,,,,,,,
1.0,0.0,100.0,0.0,0.0,478,2,4,5,,,,,,,
1.0,0.0,100.0,0.0,0.0,1457,2,6,5,,,,,,,
1.0,0.0,100.0,0.0,0.0,1442,2,6,5,,,,,,,
1.0,0.0,100.0,0.0,0.0,112,1,0,5,,,,,,,
1.0,0.0,100.0,0.0,0.0,222,2,6,5,,,,,,,
1.0,0.0,100.0,0.0,0.0,91,1,2,5,,,,,,,
1.0,0.0,100.0,0.0,0.0,1726,1,0,5,,,,,,,
1.0,0.0,100.0,0.0,0.0,2389,1,0,5,,,,,,,
1.0,0.0,100.0,0.0,0.0,964,1,0,5,,,,,,,
1.0,0.0,100.0,0.0,0.0,2925,1,0,5,,,,,,,
1.0,0.0,100.0,0.0,0.0,1215,1,0,5,,,,,,,
1.0,0.0,100.0,0.0,0.0,1397,1,2,5,,,,,,,
1.0,0.0,100.0,0.0,0.0,1009,1,2,5,,,,,,,
1.0,0.0,100.0,0.0,0.0,281,2,6,5,,,,,,,
1.0,0.0,100.0,0.0,0.0,2481,1,0,5,,,,,,,
1.0,0.0,100.0,0.0,0.0,2962,2,6,5,,,,,,,
1.0,0.0,100.0,0.0,0.0,3389,1,0,5,,,,,,,
1.0,0.0,100.0,0.0,0.0,2065,1,0,5,,,,,,,
1.0,0.0,100.0,0.0,0.0,69,1,0,5,,,,,,,
1.0,0.0,100.0,0.0,0.0,1050,2,6,5,,,,,,,
1.0,0.0,100.0,0.0,0.0,1082,1,2,5,,,,,,,
1.0,0.0,100.0,0.0,0.0,1544,1,0,5,,,,,,,
1.0,0.0,100.0,0.0,0.0,1151,2,1,5,,,,,,,
1.0,0.0,100.0,0.0,0.0,1666,1,0,5,,,,,,,
1.0,0.0,100.0,0.0,0.0,3019,2,6,5,,,,,,,
1.0,0.0,100.0,0.0,0.0,2966,1,0,5,,,,,,,
1.0,0.0,100.0,0.0,0.0,1946,2,6,5,,,,,,,
1.0,0.0,100.0,0.0,0.0,1424,2,6,5,,,,,,,
1.0,0.0,100.0,0.0,0.0,2131,1,0,5,,,,,,,
1.0,0.0,100.0,0.0,0.0,1146,1,0,5,,,,,,,
1.0,0.0,100.0,0.0,0.0,2465,1,0,5,,,,,,,
1.0,0.0,100.0,0.0,0.0,2310,2,6,5,,,,,,,
1.0,0.0,100.0,0.0,0.0,1356,1,0,5,,,,,,,
1.0,0.0,100.0,0.0,0.0,1012,1,0,5,,,,,,,
1.0,0.0,100.0,0.0,0.0,1021,2,1,5,,,,,,,
1.0,0.0,100.0,0.0,0.0,2425,2,6,5,,,,,,,
1.0,0.0,100.0,0.0,0.0,516,1,2,5,,,,,,,
1.0,0.0,100.0,0.0,0.0,162,1,2,5,,,,,,,
1.0,0.0,100.0,0.0,0.0,364,2,6,5,,,,,,,
1.0,0.0,100.0,0.0,0.0,1755,1,0,5,,,,,,,
1.0,0.0,100.0,0.0,0.0,989,1,0,5,,,,,,,
1.0,0.0,100.0,0.0,0.0,1078,1,0,5,,,,,,,
1.0,0.0,100.0,0.0,0.0,241,2,6,5,,,,,,,
1.0,0.0,100.0,0.0,0.0,1022,2,4,5,,,,,,,
1.0,0.0,100.0,0.0,0.0,1968,1,2,5,,,,,,,
1.0,0.0,100.0,0.0,0.0,3328,2,6,5,,,,,,,
1.0,0.0,100.0,0.0,0.0,480,1,2,5,,,,,,,
1.0,0.0,100.0,0.0,0.0,3296,2,6,5,,,,,,,
1.0,0.0,100.0,0.0,0.0,900,2,6,5,,,,,,,
1.0,0.0,100.0,0.0,0.0,2195,1,0,5,,,,,,,
1.0,0.0,100.0,0.0,0.0,3378,1,0,5,,,,,,,
1.0,0.0,100.0,0.0,0.0,1197,2,6,5,,,,,,,
1.0,0.0,100.0,0.0,0.0,187,1,2,5,,,,,,,
1.0,0.0,100.0,0.0,0.0,606,1,0,5,,,,,,,
1.0,0.0,100.0,0.0,0.0,313,1,0,5,,,,,,,
1.0,0.0,100.0,0.0,0.0,36,2,6,5,,,,,,,
1.0,0.0,100.0,0.0,0.0,2959,1,2,5,,,,,,,
1.0,0.0,100.0,0.0,0.0,335,2,6,5,,,,,,,
1.0,0.0,100.0,0.0,0.0,2706,1,0,5,,,,,,,
1.0,0.0,100.0,0.0,0.0,1965,1,0,5,,,,,,,
1.0,0.0,100.0,0.0,0.0,1435,2,1,5,,,,,,,
1.0,0.0,100.0,0.0,0.0,3439,1,0,5,,,,,,,
1.0,0.0,100.0,0.0,0.0,1115,2,6,5,,,,,,,
1.0,0.0,100.0,0.0,0.0,2194,1,0,5,,,,,,,
1.0,0.0,100.0,0.0,0.0,898,2,6,5,,,,,,,
1.0,0.0,100.0,0.0,0.0,2520,3,0,5,,,,,,,
1.0,0.0,100.0,0.0,0.0,2393,1,0,5,,,,,,,
1.0,0.0,100.0,0.0,0.0,1324,2,6,5,,,,,,,
1.0,0.0,100.0,0.0,0.0,1875,2,6,5,,,,,,,
1.0,0.0,100.0,0.0,0.0,2586,1,0,5,,,,,,,
1.0,0.0,100.0,0.0,0.0,2434,2,6,5,,,,,,,
1.0,0.0,100.0,0.0,0.0,1303,2,6,5,,,,,,,
1.0,0.0,100.0,0.0,0.0,252,2,6,5,,,,,,,
1.0,0.0,100.0,0.0,0.0,588,2,6,5,,,,,,,
1.0,0.0,100.0,0.0,0.0,942,1,2,5,,,,,,,
1.0,0.0,100.0,0.0,0.0,1783,2,6,5,,,,,,,
1.0,0.0,100.0,0.0,0.0,3,2,6,5,,,,,,,
1.0,0.0,100.0,0.0,0.0,2162,2,6,5,,,,,,,
1.0,0.0,100.0,0.0,0.0,1393,2,6,5,,,,,,,
1.0,0.0,100.0,0.0,0.0,1353,2,6,5,,,,,,,
1.0,0.0,100.0,0.0,0.0,1295,2,6,5,,,,,,,
1.0,0.0,100.0,0.0,0.0,3009,1,0,5,,,,,,,
1.0,0.0,100.0,0.0,0.0,843,2,3,5,,,,,,,
1.0,0.0,100.0,0.0,0.0,50,2,6,5,,,,,,,
1.0,0.0,100.0,0.0,0.0,2382,1,2,5,,,,,,,
1.0,0.0,100.0,0.0,0.0,1076,2,1,5,,,,,,,
1.0,0.0,100.0,0.0,0.0,1966,1,2,5,,,,,,,
1.0,0.0,100.0,0.0,0.0,1000,2,6,5,,,,,,,
1.0,0.0,100.0,0.0,0.0,1293,2,6,5,,,,,,,
1.0,0.0,100.0,0.0,0.0,1337,2,6,5,,,,,,,
1.0,0.0,100.0,0.0,0.0,1167,1,0,5,,,,,,,
1.0,0.0,100.0,0.0,0.0,7,2,6,5,,,,,,,
1.0,0.0,100.0,0.0,0.0,3266,1,0,5,,,,,,,
1.0,0.0,100.0,0.0,0.0,3320,1,2,5,,,,,,,
1.0,0.0,100.0,0.0,0.0,1723,1,0,5,,,,,,,
1.0,0.0,100.0,0.0,0.0,77,1,0,5,,,,,,,
1.0,0.0,100.0,0.0,0.0,1311,1,2,5,,,,,,,
1.0,0.0,100.0,0.0,0.0,3256,1,0,5,,,,,,,
1.0,0.0,100.0,0.0,0.0,2941,2,6,5,,,,,,,
1.0,0.0,100.0,0.0,0.0,888,1,2,5,,,,,,,
1.0,0.0,100.0,0.0,0.0,2847,1,0,5,,,,,,,
1.0,0.0,100.0,0.0,0.0,436,2,6,5,,,,,,,
1.0,0.0,100.0,0.0,0.0,2318,2,6,5,,,,,,,
1.0,0.0,100.0,0.0,0.0,33,1,0,5,,,,,,,
1.0,0.0,100.0,0.0,0.0,2396,1,0,5,,,,,,,
1.0,0.0,100.0,0.0,0.0,359,2,6,5,,,,,,,
1.0,0.0,100.0,0.0,0.0,1547,1,0,5,,,,,,,
1.0,0.0,100.0,0.0,0.0,245,1,0,5,,,,,,,
1.0,0.0,100.0,0.0,0.0,1514,1,0,5,,,,,,,
1.0,0.0,100.0,0.0,0.0,514,2,6,5,,,,,,,
1.0,0.0,100.0,0.0,0.0,2829,1,0,5,,,,,,,
1.0,0.0,100.0,0.0,0.0,1081,2,6,5,,,,,,,
1.0,0.0,100.0,0.0,0.0,2626,1,0,5,,,,,,,
1.0,0.0,100.0,0.0,0.0,2794,2,6,5,,,,,,,
1.0,0.0,100.0,0.0,0.0,292,2,6,5,,,,,,,
1.0,0.0,100.0,0.0,0.0,3359,1,0,5,,,,,,,
1.0,0.0,100.0,0.0,0.0,815,1,0,5,,,,,,,
1.0,0.0,100.0,0.0,0.0,1040,2,6,5,,,,,,,
1.0,0.0,100.0,0.0,0.0,675,2,6,5,,,,,,,
1.0,0.0,100.0,0.0,0.0,3098,2,6,5,,,,,,,
1.0,0.0,100.0,0.0,0.0,1140,2,6,5,,,,,,,
1.0,0.0,100.0,0.0,0.0,3349,1,0,5,,,,,,,
1.0,0.0,100.0,0.0,0.0,139,1,2,5,,,,,,,
1.0,0.0,100.0,0.0,0.0,210,2,6,5,,,,,,,
1.0,0.0,100.0,0.0,0.0,408,2,6,5,,,,,,,
1.0,0.0,100.0,0.0,0.0,908,2,6,5,,,,,,,
1.0,0.0,100.0,0.0,0.0,1102,1,2,5,,,,,,,
1.0,0.0,100.0,0.0,0.0,458,2,6,5,,,,,,,
1.0,0.0,100.0,0.0,0.0,1101,1,2,5,,,,,,,
1.0,0.0,100.0,0.0,0.0,2271,1,0,5,,,,,,,
1.0,0.0,100.0,0.0,0.0,2810,2,6,5,,,,,,,
1.0,0.0,100.0,0.0,0.0,1055,1,2,5,,,,,,,
1.0,0.0,100.0,0.0,0.0,1321,2,3,5,,,,,,,
1.0,0.0,100.0,0.0,0.0,1484,1,2,5,,,,,,,
1.0,0.0,100.0,0.0,0.0,296,2,1,5,,,,,,,
1.0,0.0,100.0,0.0,0.0,1725,1,0,5,,,,,,,
1.0,0.0,100.0,0.0,0.0,3408,2,6,5,,,,,,,
1.0,0.0,100.0,0.0,0.0,1394,2,6,5,,,,,,,
1.0,0.0,100.0,0.0,0.0,286,2,6,5,,,,,,,
1.0,0.0,100.0,0.0,0.0,201,2,3,5,,,,,,,
1.0,0.0,100.0,0.0,0.0,987,1,0,5,,,,,,,
1.0,0.0,100.0,0.0,0.0,1149,2,6,5,,,,,,,
1.0,0.0,100.0,0.0,0.0,2908,1,0,5,,,,,,,
1.0,0.0,100.0,0.0,0.0,2780,2,6,5,,,,,,,
1.0,0.0,100.0,0.0,0.0,3426,1,0,5,,,,,,,
1.0,0.0,100.0,0.0,0.0,791,1,2,5,,,,,,,
1.0,0.0,100.0,0.0,0.0,2985,1,0,5,,,,,,,
1.0,0.0,100.0,0.0,0.0,965,2,6,5,,,,,,,
1.0,0.0,100.0,0.0,0.0,3120,2,6,5,,,,,,,
1.0,0.0,100.0,0.0,0.0,2287,2,6,5,,,,,,,
1.0,0.0,100.0,0.0,0.0,1335,2,6,5,,,,,,,
1.0,0.0,100.0,0.0,0.0,2295,3,2,5,,,,,,,
1.0,0.0,100.0,0.0,0.0,935,2,6,5,,,,,,,
1.0,0.0,100.0,0.0,0.0,1320,1,0,5,,,,,,,
1.0,0.0,100.0,0.0,0.0,2946,2,6,5,,,,,,,
1.0,0.0,100.0,0.0,0.0,1945,2,6,5,,,,,,,
1.0,0.0,100.0,0.0,0.0,2056,1,0,5,,,,,,,
1.0,0.0,100.0,0.0,0.0,762,2,6,5,,,,,,,
1.0,0.0,100.0,0.0,0.0,3225,1,0,5,,,,,,,
1.0,0.0,100.0,0.0,0.0,1415,2,6,5,,,,,,,
1.0,0.0,100.0,0.0,0.0,141,2,4,5,,,,,,,
1.0,0.0,100.0,0.0,0.0,1475,1,0,5,,,,,,,
1.0,0.0,100.0,0.0,0.0,3118,1,0,5,,,,,,,
1.0,0.0,100.0,0.0,0.0,2681,3,0,5,,,,,,,
1.0,0.0,100.0,0.0,0.0,135,2,6,5,,,,,,,
1.0,0.0,100.0,0.0,0.0,1971,1,2,5,,,,,,,
1.0,0.0,100.0,0.0,0.0,2080,2,4,5,,,,,,,
1.0,0.0,100.0,0.0,0.0,2300,2,6,5,,,,,,,
1.0,0.0,100.0,0.0,0.0,46,2,6,5,,,,,,,
1.0,0.0,100.0,0.0,0.0,3245,2,6,5,,,,,,,
1.0,0.0,100.0,0.0,0.0,3185,1,0,5,,,,,,,
1.0,0.0,100.0,0.0,0.0,1426,1,2,5,,,,,,,
1.0,0.0,100.0,0.0,0.0,2356,2,3,5,,,,,,,
1.0,0.0,100.0,0.0,0.0,2710,3,0,5,,,,,,,
1.0,0.0,100.0,0.0,0.0,2173,1,0,5,,,,,,,
1.0,0.0,100.0,0.0,0.0,909,2,6,5,,,,,,,
1.0,0.0,100.0,0.0,0.0,3415,1,0,5,,,,,,,
1.0,0.0,100.0,0.0,0.0,445,2,6,5,,,,,,,
1.0,0.0,100.0,0.0,0.0,3126,2,6,5,,,,,,,
1.0,0.0,100.0,0.0,0.0,2503,2,6,5,,,,,,,
1.0,0.0,100.0,0.0,0.0,672,3,2,5,,,,,,,
1.0,0.0,100.0,0.0,0.0,2657,2,1,5,,,,,,,
1.0,0.0,100.0,0.0,0.0,3393,1,0,5,,,,,,,
1.0,0.0,100.0,0.0,0.0,2295,3,0,5,,,,,,,
1.0,0.0,100.0,0.0,0.0,459,2,6,5,,,,,,,
1.0,0.0,100.0,0.0,0.0,1006,2,6,5,,,,,,,
1.0,0.0,100.0,0.0,0.0,2927,1,0,5,,,,,,,
1.0,0.0,100.0,0.0,0.0,1246,1,0,5,,,,,,,
1.0,0.0,100.0,0.0,0.0,519,2,6,5,,,,,,,
1.0,0.0,100.0,0.0,0.0,615,2,6,5,,,,,,,
1.0,0.0,100.0,0.0,0.0,362,2,6,5,,,,,,,
1.0,0.0,100.0,0.0,0.0,2280,1,2,5,,,,,,,
1.0,0.0,100.0,0.0,0.0,2431,2,6,5,,,,,,,
1.0,0.0,100.0,0.0,0.0,1158,1,0,5,,,,,,,
1.0,0.0,100.0,0.0,0.0,2691,1,0,1,,,,,,,
1.0,0.0,100.0,0.0,0.0,2229,1,0,1,,,,,,,
1.0,0.0,100.0,0.0,0.0,2520,1,0,1,,,,,,,
1.0,0.0,100.0,0.0,0.0,2358,1,0,1,,,,,,,
1.0,0.0,100.0,0.0,0.0,635,1,2,1,,,,,,,
1.0,0.0,100.0,0.0,0.0,2069,1,0,1,,,,,,,
1.0,0.0,100.0,0.0,0.0,3452,2,6,1,,,,,,,
1.0,0.0,100.0,0.0,0.0,1617,1,0,1,,,,,,,
1.0,0.0,100.0,0.0,0.0,3285,1,0,1,,,,,,,
1.0,0.0,100.0,0.0,0.0,1217,2,6,1,,,,,,,
1.0,0.0,100.0,0.0,0.0,2963,2,6,1,,,,,,,
1.0,0.0,100.0,0.0,0.0,2755,1,0,1,,,,,,,
1.0,0.0,100.0,0.0,0.0,854,1,2,1,,,,,,,
1.0,0.0,100.0,0.0,0.0,2207,1,0,1,,,,,,,
1.0,0.0,100.0,0.0,0.0,2469,1,0,1,,,,,,,
1.0,0.0,100.0,0.0,0.0,2621,1,0,1,,,,,,,
1.0,0.0,100.0,0.0,0.0,2684,1,0,1,,,,,,,
1.0,0.0,100.0,0.0,0.0,3282,2,6,1,,,,,,,
1.0,0.0,100.0,0.0,0.0,1166,2,6,1,,,,,,,
1.0,0.0,100.0,0.0,0.0,733,1,0,1,,,,,,,
1.0,0.0,100.0,0.0,0.0,1350,1,0,1,,,,,,,
1.0,0.0,100.0,0.0,0.0,3209,1,2,1,,,,,,,
1.0,0.0,100.0,0.0,0.0,341,2,6,1,,,,,,,
1.0,0.0,100.0,0.0,0.0,550,1,2,1,,,,,,,
1.0,0.0,100.0,0.0,0.0,3434,1,2,1,,,,,,,
1.0,0.0,100.0,0.0,0.0,16,2,6,1,,,,,,,
1.0,0.0,100.0,0.0,0.0,2975,1,0,1,,,,,,,
1.0,0.0,100.0,0.0,0.0,2910,1,0,1,,,,,,,
1.0,0.0,100.0,0.0,0.0,1106,1,0,1,,,,,,,
1.0,0.0,100.0,0.0,0.0,1377,2,6,1,,,,,,,
1.0,0.0,100.0,0.0,0.0,2526,2,3,1,,,,,,,
1.0,0.0,100.0,0.0,0.0,1693,2,6,1,,,,,,,
1.0,0.0,100.0,0.0,0.0,3162,1,0,1,,,,,,,
1.0,0.0,100.0,0.0,0.0,1691,2,6,1,,,,,,,
1.0,0.0,100.0,0.0,0.0,664,2,6,1,,,,,,,
1.0,0.0,100.0,0.0,0.0,686,1,0,1,,,,,,,
1.0,0.0,100.0,0.0,0.0,2897,2,6,1,,,,,,,
1.0,0.0,100.0,0.0,0.0,1433,1,0,1,,,,,,,
1.0,0.0,100.0,0.0,0.0,2397,1,0,1,,,,,,,
1.0,0.0,100.0,0.0,0.0,3240,1,0,1,,,,,,,
1.0,0.0,100.0,0.0,0.0,1958,1,0,1,,,,,,,
1.0,0.0,100.0,0.0,0.0,3204,2,6,1,,,,,,,
1.0,0.0,100.0,0.0,0.0,889,2,6,1,,,,,,,
1.0,0.0,100.0,0.0,0.0,1046,2,6,1,,,,,,,
1.0,0.0,100.0,0.0,0.0,240,2,6,1,,,,,,,
1.0,0.0,100.0,0.0,0.0,1932,1,0,1,,,,,,,
1.0,0.0,100.0,0.0,0.0,1423,2,6,1,,,,,,,
1.0,0.0,100.0,0.0,0.0,1071,2,1,1,,,,,,,
1.0,0.0,100.0,0.0,0.0,653,2,6,1,,,,,,,
1.0,0.0,100.0,0.0,0.0,1534,1,0,1,,,,,,,
1.0,0.0,100.0,0.0,0.0,1944,1,2,1,,,,,,,
1.0,0.0,100.0,0.0,0.0,3410,2,6,1,,,,,,,
1.0,0.0,100.0,0.0,0.0,3100,2,1,1,,,,,,,
1.0,0.0,100.0,0.0,0.0,18,2,6,1,,,,,,,
1.0,0.0,100.0,0.0,0.0,2533,1,0,1,,,,,,,
1.0,0.0,100.0,0.0,0.0,645,1,0,1,,,,,,,
1.0,0.0,100.0,0.0,0.0,1967,1,2,1,,,,,,,
1.0,0.0,100.0,0.0,0.0,1287,2,6,1,,,,,,,
1.0,0.0,100.0,0.0,0.0,1687,1,0,1,,,,,,,
1.0,0.0,100.0,0.0,0.0,1066,2,6,1,,,,,,,
1.0,0.0,100.0,0.0,0.0,1876,2,6,1,,,,,,,
1.0,0.0,100.0,0.0,0.0,2104,2,6,1,,,,,,,
1.0,0.0,100.0,0.0,0.0,939,2,4,1,,,,,,,
1.0,0.0,100.0,0.0,0.0,376,1,2,1,,,,,,,
1.0,0.0,100.0,0.0,0.0,390,2,6,1,,,,,,,
1.0,0.0,100.0,0.0,0.0,1089,1,0,1,,,,,,,
1.0,0.0,100.0,0.0,0.0,2877,1,0,1,,,,,,,
1.0,0.0,100.0,0.0,0.0,1461,1,2,1,,,,,,,
1.0,0.0,100.0,0.0,0.0,1195,2,6,1,,,,,,,
1.0,0.0,100.0,0.0,0.0,525,2,1,1,,,,,,,
1.0,0.0,100.0,0.0,0.0,2499,1,0,1,,,,,,,
1.0,0.0,100.0,0.0,0.0,668,1,0,1,,,,,,,
1.0,0.0,100.0,0.0,0.0,2008,2,6,1,,,,,,,
1.0,0.0,100.0,0.0,0.0,1689,1,0,1,,,,,,,
1.0,0.0,100.0,0.0,0.0,2269,1,0,1,,,,,,,
1.0,0.0,100.0,0.0,0.0,1361,1,0,1,,,,,,,
1.0,0.0,100.0,0.0,0.0,2929,1,0,1,,,,,,,
1.0,0.0,100.0,0.0,0.0,662,1,2,1,,,,,,,
1.0,0.0,100.0,0.0,0.0,2467,2,6,1,,,,,,,
1.0,0.0,100.0,0.0,0.0,901,2,6,1,,,,,,,
1.0,0.0,100.0,0.0,0.0,1578,1,2,1,,,,,,,
1.0,0.0,100.0,0.0,0.0,1292,2,6,1,,,,,,,
1.0,0.0,100.0,0.0,0.0,591,2,6,1,,,,,,,
1.0,0.0,100.0,0.0,0.0,2541,2,6,1,,,,,,,
1.0,0.0,100.0,0.0,0.0,1610,2,6,1,,,,,,,
1.0,0.0,100.0,0.0,0.0,1634,1,0,1,,,,,,,
1.0,0.0,100.0,0.0,0.0,3031,1,2,1,,,,,,,
1.0,0.0,100.0,0.0,0.0,576,2,6,1,,,,,,,
1.0,0.0,100.0,0.0,0.0,2496,2,6,1,,,,,,,
1.0,0.0,100.0,0.0,0.0,754,2,6,1,,,,,,,
1.0,0.0,100.0,0.0,0.0,823,3,2,1,,,,,,,
1.0,0.0,100.0,0.0,0.0,1636,1,2,1,,,,,,,
1.0,0.0,100.0,0.0,0.0,489,2,6,1,,,,,,,
1.0,0.0,100.0,0.0,0.0,1241,2,6,1,,,,,,,
1.0,0.0,100.0,0.0,0.0,168,2,6,1,,,,,,,
1.0,0.0,100.0,0.0,0.0,2403,1,0,1,,,,,,,
1.0,0.0,100.0,0.0,0.0,351,2,6,1,,,,,,,
1.0,0.0,100.0,0.0,0.0,2203,1,0,1,,,,,,,
1.0,0.0,100.0,0.0,0.0,2199,1,0,1,,,,,,,
1.0,0.0,100.0,0.0,0.0,2506,1,0,1,,,,,,,
1.0,0.0,100.0,0.0,0.0,1184,2,6,1,,,,,,,
1.0,0.0,100.0,0.0,0.0,2604,1,0,1,,,,,,,
1.0,0.0,100.0,0.0,0.0,2535,1,0,1,,,,,,,
1.0,0.0,100.0,0.0,0.0,2969,1,0,1,,,,,,,
1.0,0.0,100.0,0.0,0.0,1209,2,6,1,,,,,,,
1.0,0.0,100.0,0.0,0.0,1391,2,6,1,,,,,,,
1.0,0.0,100.0,0.0,0.0,2420,2,5,1,,,,,,,
1.0,0.0,100.0,0.0,0.0,2875,1,0,1,,,,,,,
1.0,0.0,100.0,0.0,0.0,2133,2,6,1,,,,,,,
1.0,0.0,100.0,0.0,0.0,2284,2,6,1,,,,,,,
1.0,0.0,100.0,0.0,0.0,3332,1,2,1,,,,,,,
1.0,0.0,100.0,0.0,0.0,189,2,6,1,,,,,,,
1.0,0.0,100.0,0.0,0.0,1108,2,6,1,,,,,,,
1.0,0.0,100.0,0.0,0.0,1294,2,6,1,,,,,,,
1.0,0.0,100.0,0.0,0.0,1877,2,6,1,,,,,,,
1.0,0.0,100.0,0.0,0.0,1196,2,3,1,,,,,,,
1.0,0.0,100.0,0.0,0.0,2818,2,6,1,,,,,,,
1.0,0.0,100.0,0.0,0.0,3182,2,6,1,,,,,,,
1.0,0.0,100.0,0.0,0.0,1269,1,2,1,,,,,,,
1.0,0.0,100.0,0.0,0.0,1616,1,0,1,,,,,,,
1.0,0.0,100.0,0.0,0.0,3344,2,6,1,,,,,,,
1.0,0.0,100.0,0.0,0.0,3049,2,6,1,,,,,,,
1.0,0.0,100.0,0.0,0.0,495,2,6,1,,,,,,,
1.0,0.0,100.0,0.0,0.0,219,1,0,1,,,,,,,
1.0,0.0,100.0,0.0,0.0,271,1,0,1,,,,,,,
1.0,0.0,100.0,0.0,0.0,2006,2,6,1,,,,,,,
1.0,0.0,100.0,0.0,0.0,2330,2,4,1,,,,,,,
1.0,0.0,100.0,0.0,0.0,53,2,6,1,,,,,,,
1.0,0.0,100.0,0.0,0.0,2534,2,6,1,,,,,,,
1.0,0.0,100.0,0.0,0.0,2005,2,6,1,,,,,,,
1.0,0.0,100.0,0.0,0.0,610,1,2,1,,,,,,,
1.0,0.0,100.0,0.0,0.0,773,2,6,1,,,,,,,
1.0,0.0,100.0,0.0,0.0,2041,1,0,1,,,,,,,
1.0,0.0,100.0,0.0,0.0,2523,1,2,1,,,,,,,
1.0,0.0,100.0,0.0,0.0,1492,1,0,1,,,,,,,
1.0,0.0,100.0,0.0,0.0,122,1,0,1,,,,,,,
